1284234,2
1284218,3
1284190,3
1284179,3
1284175,3
1284165,3
1284154,3
1284127,3
1284107,4
1284104,4
1284101,4
1283962,3
1283938,3
1283902,4
1283891,3
1283888,4
1283760,4
1283672,4
1283669,4
1283666,4
1283663,4
1283659,4
1283656,3
1283617,3
1283615,3
1283612,3
1283607,3
1283604,3
1283602,4
1283561,6
1283551,3
1283549,4
1283543,3
1283541,3
1283534,3
1283530,4
1283525,4
1283521,4
1283516,3
1283514,5
1283509,6
1283504,3
1283502,3
1283498,3
1283490,3
1283488,3
1283486,3
1283484,4
1283465,4
1283325,4
1272238,4
1272229,3
1272227,3
1272222,4
1272220,4
1272153,4
1272151,4
1272147,3
1272123,4
1272118,3
1272115,4
1272113,4
1272110,4
1272106,3
1272098,3
1272092,4
1272090,4
1272085,4
1272082,3
1272075,3
1272068,3
1272053,3
1271994,4
1271992,5
1271990,5
1271988,5
1271986,5
1271984,5
1271982,5
1271980,5
1271978,5
1271976,5
1271974,5
1271972,5
1271970,5
1271968,5
1271966,5
1271964,5
1271962,5
1271960,5
1271958,5
1271956,5
1271954,5
1271952,5
1271950,5
1271948,5
1271946,5
1271944,5
1271942,5
1271940,5
1271938,5
1271936,5
1271934,5
1271932,5
1271930,5
1271928,5
1271926,5
1271924,5
1271922,5
1271920,5
1271918,5
1271916,5
1271914,5
1271912,5
1271910,5
1271908,5
1271906,5
1271904,5
1271902,5
1271900,5
1271898,5
1271896,5
1271894,5
1271888,4
1271885,3
1271883,3
1271881,3
1271879,3
1271877,3
1271860,3
1271858,3
1271853,3
1271842,5
1271836,4
1271826,3
1271821,3
1268719,4
1268537,4
1268533,4
1268354,4
1268347,4
1268344,6
1268337,4
1268206,4
1268204,6
1267955,4
1267953,5
1267951,5
1267949,5
1267947,5
1267945,5
1267943,5
1267941,5
1267939,5
1267937,5
1267935,5
1267933,5
1267931,5
1267929,5
1267927,5
1267925,5
1267923,5
1267921,5
1267919,5
1267917,5
1267915,5
1267913,5
1267911,5
1267909,5
1267907,5
1267905,5
1267903,5
1267901,5
1267899,5
1267897,5
1267895,5
1267893,5
1267891,5
1267863,4
1267860,5
1267846,5
1267840,4
1267835,3
1267832,4
1267810,3
1267807,3
1267802,3
1267797,3
1267789,3
1267785,3
1267779,4
1267770,4
1267768,4
1267763,3
1267757,4
1267754,3
1267751,3
1267660,2
1267640,2
1267634,3
1267542,4
1267538,3
1267526,3
1267510,4
1267490,4
1267486,3
1267474,3
1267470,3
1267466,4
1267462,4
1267458,4
1267452,4
1267448,4
1267444,4
1267440,4
1267435,4
1267431,4
1267427,4
1267423,4
1267419,4
1267415,4
1267408,4
1267404,4
1267398,4
1267394,4
1267390,4
1267386,4
1267382,4
1267377,4
1267372,4
1267366,4
1267362,4
1267358,4
1267352,4
1267346,4
1267342,4
1267338,4
1267333,4
1267329,4
1267323,4
1267319,4
1267315,4
1267309,4
1267305,4
1267300,4
1267296,4
1267292,4
1267284,4
1267277,4
1267273,4
1267269,4
1267265,4
1267259,4
1267255,4
1267251,4
1267247,4
1267243,4
1267239,4
1267232,4
1267227,4
1267223,4
1267218,4
1267214,4
1267210,4
1267204,4
1267199,4
1267193,4
1267189,4
1267185,4
1267180,4
1267174,4
1267168,4
1267163,4
1267157,4
1267151,4
1267147,4
1267141,4
1267137,4
1267133,4
1267129,4
1267092,3
1267074,5
1267064,6
1267057,6
1267050,6
1267043,6
1267036,6
1267029,6
1267022,6
1267015,6
1267008,6
1267001,6
1266994,6
1266987,6
1266980,6
1266973,6
1266966,6
1266959,6
1266952,6
1266945,6
1266938,6
1266931,6
1266924,6
1266917,6
1266910,6
1266903,6
1266896,6
1266889,6
1266882,6
1266875,6
1266868,6
1266861,6
1266854,6
1266847,6
1266840,6
1266833,6
1266826,6
1266819,6
1266812,6
1266805,6
1266798,6
1266791,6
1266784,6
1266777,6
1266770,6
1266763,6
1266756,6
1266749,6
1266742,6
1266735,6
1266728,6
1266721,6
1266714,6
1266707,6
1266700,6
1266693,6
1266686,6
1266679,6
1266672,6
1266665,6
1266658,6
1266651,6
1266644,6
1266637,6
1266630,6
1266623,6
1266616,6
1266609,6
1266602,6
1266595,6
1266588,6
1266581,6
1266574,6
1266567,6
1266560,6
1266553,6
1266546,6
1266539,6
1266532,6
1266525,6
1266518,6
1266511,6
1266504,6
1266497,6
1266490,6
1266483,6
1266476,6
1266469,6
1266462,6
1266455,6
1266448,6
1266441,6
1266434,6
1266427,6
1266420,6
1266413,6
1266406,6
1266391,5
1266363,4
1266352,5
1266346,5
1266323,6
1266298,6
1266283,6
1266268,6
1266253,6
1266226,6
1266206,6
1266186,6
1266166,6
1266146,6
1266126,6
1266106,6
1266086,6
1266066,6
1266046,6
1266026,6
1266006,6
1265986,6
1265966,6
1265946,6
1265926,6
1265906,6
1265886,6
1265866,6
1265846,6
1265826,6
1265806,6
1265786,6
1265766,6
1265746,6
1265730,4
1265695,6
1265687,6
1265674,6
1265643,6
1265640,6
1265631,6
1265625,6
1265610,6
1265578,6
1265547,6
1265532,5
1265527,6
1265518,6
1265487,6
1265481,6
1265442,6
1265429,6
1265406,6
1265400,6
1265385,6
1265373,6
1265332,6
1265301,6
1265287,6
1265281,6
1265242,6
1265228,6
1265222,6
1265183,6
1265169,6
1265163,6
1265124,6
1265111,6
1265088,6
1265082,6
1265067,6
1265052,6
1265037,6
1265025,6
1264984,6
1264953,6
1264943,6
1264921,6
1264915,6
1264903,6
1264862,6
1264852,6
1264830,6
1264824,6
1264812,6
1264771,6
1264761,6
1264739,6
1264733,6
1264721,6
1264680,6
1264670,6
1264648,6
1264642,6
1264630,6
1264589,6
1264579,6
1264557,6
1264551,6
1264539,6
1264498,6
1264488,6
1264466,6
1264460,6
1264448,6
1264407,6
1264397,6
1264375,6
1264369,6
1264357,6
1264316,6
1264306,6
1264284,6
1264278,6
1264266,6
1264225,6
1264215,6
1264193,6
1264187,6
1264175,6
1264134,6
1264124,6
1264102,6
1264096,6
1264084,6
1264043,6
1264033,6
1264011,6
1264005,6
1263993,6
1263952,6
1263942,6
1263920,6
1263914,6
1263902,6
1263861,6
1263851,6
1263829,6
1263823,6
1263811,6
1263770,6
1263760,6
1263738,6
1263732,6
1263720,6
1263679,6
1263669,6
1263647,6
1263641,6
1263629,6
1263588,6
1263578,6
1263556,6
1263550,6
1263538,6
1263497,6
1263487,6
1263465,6
1263459,6
1263447,6
1263406,6
1263396,6
1263374,6
1263368,6
1263356,6
1263315,6
1263305,6
1263283,6
1263277,6
1263265,6
1263224,6
1263214,6
1263192,6
1263186,6
1263174,6
1263133,6
1263123,6
1263101,6
1263095,6
1263083,6
1263042,6
1263032,6
1263010,6
1263004,6
1262992,6
1262951,6
1262941,6
1262919,6
1262913,6
1262901,6
1262860,6
1262850,6
1262828,6
1262822,6
1262810,6
1262769,6
1262749,5
1262739,6
1262732,6
1262725,6
1262718,6
1262711,6
1262704,6
1262697,6
1262690,6
1262683,6
1262676,6
1262669,6
1262662,6
1262655,6
1262648,6
1262641,6
1262634,6
1262627,6
1262620,6
1262613,6
1262606,6
1262599,6
1262592,6
1262585,6
1262578,6
1262571,6
1262564,6
1262557,6
1262550,6
1262543,6
1262536,6
1262529,6
1262522,6
1262515,6
1262508,6
1262501,6
1262494,6
1262487,6
1262480,6
1262473,6
1262466,6
1262459,6
1262452,6
1262445,6
1262438,6
1262431,6
1262424,6
1262417,6
1262410,6
1262403,6
1262396,6
1262389,6
1262382,6
1262375,6
1262368,6
1262361,6
1262354,6
1262347,6
1262340,6
1262333,6
